r	z	br	bz
20.0000	80.0000	-0.1240	-2.4963
20.0000	85.0000	-0.1297	-2.4301
20.0000	90.0000	-0.1353	-2.3640
20.0000	95.0000	-0.1398	-2.3067
20.0000	100.0000	-0.1442	-2.2494
20.0000	105.0000	-0.1477	-2.1476
20.0000	110.0000	-0.1503	-2.0713
20.0000	115.0000	-0.1522	-1.9937
20.0000	120.0000	-0.1533	-1.9154
20.0000	125.0000	-0.1536	-1.8367
20.0000	130.0000	-0.1531	-1.7581
20.0000	135.0000	-0.1518	-1.6800
20.0000	140.0000	-0.1499	-1.6027
20.0000	145.0000	-0.1472	-1.5267
20.0000	150.0000	-0.1440	-1.4522
20.0000	155.0000	-0.1402	-1.3796
20.0000	160.0000	-0.1359	-1.3092
20.0000	165.0000	-0.1313	-1.2410
20.0000	170.0000	-0.1264	-1.1754
20.0000	175.0000	-0.1212	-1.0974
20.0000	180.0000	-0.1158	-1.0484
20.0000	185.0000	-0.1104	-0.9963
20.0000	190.0000	-0.1050	-0.9409
20.0000	195.0000	-0.0996	-0.8897
20.0000	200.0000	-0.0942	-0.8406
20.0000	205.0000	-0.0889	-0.7936
20.0000	210.0000	-0.0837	-0.7506
20.0000	215.0000	-0.0787	-0.7095
20.0000	220.0000	-0.0739	-0.6703
20.0000	225.0000	-0.0692	-0.6347
20.0000	230.0000	-0.0648	-0.6009
20.0000	235.0000	-0.0604	-0.5687
20.0000	240.0000	-0.0564	-0.5398
20.0000	245.0000	-0.0525	-0.5113
20.0000	250.0000	-0.0488	-0.4834
20.0000	255.0000	-0.0454	-0.4622
20.0000	260.0000	-0.0419	-0.4410
20.0000	265.0000	-0.0389	-0.4214
20.0000	270.0000	-0.0358	-0.4018
20.0000	275.0000	-0.0330	-0.3851
20.0000	280.0000	-0.0302	-0.3685
20.0000	285.0000	-0.0278	-0.3545
20.0000	290.0000	-0.0253	-0.3405
20.0000	295.0000	-0.0231	-0.3289
20.0000	300.0000	-0.0208	-0.3173
20.0000	305.0000	-0.0191	-0.3078
20.0000	310.0000	-0.0173	-0.2984
20.0000	315.0000	-0.0153	-0.2909
20.0000	320.0000	-0.0134	-0.2835
20.0000	325.0000	-0.0158	-0.2770
20.0000	330.0000	-0.0182	-0.2706
20.0000	335.0000	-0.0095	-0.2734
20.0000	340.0000	-0.0008	-0.2762
25.0000	-345.0000	0.0348	-0.2581
25.0000	-340.0000	0.0104	-0.2727
25.0000	-335.0000	0.0134	-0.2722
25.0000	-330.0000	0.0165	-0.2718
25.0000	-325.0000	0.0167	-0.2768
25.0000	-320.0000	0.0169	-0.2819
25.0000	-315.0000	0.0191	-0.2891
25.0000	-310.0000	0.0212	-0.2963
25.0000	-305.0000	0.0237	-0.3055
25.0000	-300.0000	0.0261	-0.3148
25.0000	-295.0000	0.0289	-0.3262
25.0000	-290.0000	0.0317	-0.3376
25.0000	-285.0000	0.0348	-0.3515
25.0000	-280.0000	0.0380	-0.3653
25.0000	-275.0000	0.0414	-0.3817
25.0000	-270.0000	0.0449	-0.3982
25.0000	-265.0000	0.0488	-0.4176
25.0000	-260.0000	0.0527	-0.4370
25.0000	-255.0000	0.0570	-0.4580
25.0000	-250.0000	0.0613	-0.4791
25.0000	-245.0000	0.0660	-0.5067
25.0000	-240.0000	0.0709	-0.5349
25.0000	-235.0000	0.0760	-0.5636
25.0000	-230.0000	0.0815	-0.5955
25.0000	-225.0000	0.0871	-0.6291
25.0000	-220.0000	0.0930	-0.6645
25.0000	-215.0000	0.0992	-0.7034
25.0000	-210.0000	0.1056	-0.7443
25.0000	-205.0000	0.1121	-0.7872
25.0000	-200.0000	0.1189	-0.8341
25.0000	-195.0000	0.1258	-0.8831
25.0000	-190.0000	0.1327	-0.9342
25.0000	-185.0000	0.1397	-0.9896
25.0000	-180.0000	0.1467	-1.0418
25.0000	-175.0000	0.1536	-1.0909
25.0000	-170.0000	0.1603	-1.1691
25.0000	-165.0000	0.1667	-1.2351
25.0000	-160.0000	0.1727	-1.3036
25.0000	-155.0000	0.1782	-1.3746
25.0000	-150.0000	0.1832	-1.4478
25.0000	-145.0000	0.1875	-1.5230
25.0000	-140.0000	0.1909	-1.5998
25.0000	-135.0000	0.1936	-1.6779
25.0000	-130.0000	0.1953	-1.7569
25.0000	-125.0000	0.1959	-1.8365
25.0000	-120.0000	0.1956	-1.9162
25.0000	-115.0000	0.1942	-1.9955
25.0000	-110.0000	0.1918	-2.0741
25.0000	-105.0000	0.1884	-2.1514
25.0000	-100.0000	0.1839	-2.2544
25.0000	-95.0000	0.1782	-2.3123
25.0000	-90.0000	0.1724	-2.3702
25.0000	-85.0000	0.1651	-2.4370
25.0000	-80.0000	0.1578	-2.5038
25.0000	-75.0000	0.1494	-2.5642
25.0000	-70.0000	0.1409	-2.6246
25.0000	-65.0000	0.1316	-2.6777
25.0000	-60.0000	0.1223	-2.7308
25.0000	-55.0000	0.1125	-2.7761
25.0000	-50.0000	0.1027	-2.8214
25.0000	-45.0000	0.0925	-2.8587
25.0000	-40.0000	0.0824	-2.8959
25.0000	-35.0000	0.0721	-2.9249
25.0000	-30.0000	0.0619	-2.9539
25.0000	-25.0000	0.0515	-2.9746
25.0000	-20.0000	0.0412	-2.9953
25.0000	-15.0000	0.0309	-3.0077
25.0000	-10.0000	0.0206	-3.0201
25.0000	-5.0000	0.0103	-3.0242
25.0000	0.0000	0.0000	-3.0283
25.0000	5.0000	-0.0103	-3.0242
25.0000	10.0000	-0.0206	-3.0201
25.0000	15.0000	-0.0309	-3.0077
25.0000	20.0000	-0.0412	-2.9953
25.0000	25.0000	-0.0515	-2.9746
25.0000	30.0000	-0.0619	-2.9539
25.0000	35.0000	-0.0721	-2.9249
25.0000	40.0000	-0.0824	-2.8959
25.0000	45.0000	-0.0925	-2.8587
25.0000	50.0000	-0.1027	-2.8214
25.0000	55.0000	-0.1125	-2.7761
25.0000	60.0000	-0.1223	-2.7308
25.0000	65.0000	-0.1316	-2.6777
25.0000	70.0000	-0.1409	-2.6246
25.0000	75.0000	-0.1494	-2.5642
25.0000	80.0000	-0.1578	-2.5038
25.0000	85.0000	-0.1651	-2.4370
25.0000	90.0000	-0.1724	-2.3702
25.0000	95.0000	-0.1782	-2.3123
25.0000	100.0000	-0.1839	-2.2544
25.0000	105.0000	-0.1884	-2.1514
25.0000	110.0000	-0.1918	-2.0741
25.0000	115.0000	-0.1942	-1.9955
25.0000	120.0000	-0.1956	-1.9162
25.0000	125.0000	-0.1959	-1.8365
25.0000	130.0000	-0.1953	-1.7569
25.0000	135.0000	-0.1936	-1.6779
25.0000	140.0000	-0.1909	-1.5998
25.0000	145.0000	-0.1875	-1.5230
25.0000	150.0000	-0.1832	-1.4478
25.0000	155.0000	-0.1782	-1.3746
25.0000	160.0000	-0.1727	-1.3036
25.0000	165.0000	-0.1667	-1.2351
25.0000	170.0000	-0.1603	-1.1691
25.0000	175.0000	-0.1536	-1.0909
25.0000	180.0000	-0.1467	-1.0418
25.0000	185.0000	-0.1397	-0.9896
25.0000	190.0000	-0.1327	-0.9342
25.0000	195.0000	-0.1258	-0.8831
25.0000	200.0000	-0.1189	-0.8341
25.0000	205.0000	-0.1121	-0.7872
25.0000	210.0000	-0.1056	-0.7443
25.0000	215.0000	-0.0992	-0.7034
25.0000	220.0000	-0.0930	-0.6645
25.0000	225.0000	-0.0871	-0.6291
25.0000	230.0000	-0.0815	-0.5955
25.0000	235.0000	-0.0760	-0.5636
25.0000	240.0000	-0.0709	-0.5349
25.0000	245.0000	-0.0660	-0.5067
25.0000	250.0000	-0.0613	-0.4791
25.0000	255.0000	-0.0570	-0.4580
25.0000	260.0000	-0.0527	-0.4370
25.0000	265.0000	-0.0488	-0.4176
25.0000	270.0000	-0.0449	-0.3982
25.0000	275.0000	-0.0414	-0.3817
25.0000	280.0000	-0.0380	-0.3653
25.0000	285.0000	-0.0348	-0.3515
25.0000	290.0000	-0.0317	-0.3376
25.0000	295.0000	-0.0289	-0.3262
25.0000	300.0000	-0.0261	-0.3148
25.0000	305.0000	-0.0237	-0.3055
25.0000	310.0000	-0.0212	-0.2963
25.0000	315.0000	-0.0191	-0.2891
25.0000	320.0000	-0.0169	-0.2819
25.0000	325.0000	-0.0167	-0.2768
25.0000	330.0000	-0.0165	-0.2718
25.0000	335.0000	-0.0134	-0.2722
25.0000	340.0000	-0.0104	-0.2727
30.0000	-345.0000	0.0075	-0.2690
30.0000	-340.0000	0.0146	-0.2689
30.0000	-335.0000	0.0153	-0.2702
30.0000	-330.0000	0.0159	-0.2714
30.0000	-325.0000	0.0179	-0.2757
30.0000	-320.0000	0.0200	-0.2800
30.0000	-315.0000	0.0225	-0.2869
30.0000	-310.0000	0.0251	-0.2938
30.0000	-305.0000	0.0281	-0.3029
30.0000	-300.0000	0.0311	-0.3119
30.0000	-295.0000	0.0345	-0.3231
30.0000	-290.0000	0.0379	-0.3344
30.0000	-285.0000	0.0416	-0.3480
30.0000	-280.0000	0.0454	-0.3617
30.0000	-275.0000	0.0496	-0.3779
30.0000	-270.0000	0.0538	-0.3942
30.0000	-265.0000	0.0584	-0.4134
30.0000	-260.0000	0.0631	-0.4326
30.0000	-255.0000	0.0683	-0.4533
30.0000	-250.0000	0.0734	-0.4741
30.0000	-245.0000	0.0791	-0.5015
30.0000	-240.0000	0.0850	-0.5294
30.0000	-235.0000	0.0911	-0.5578
30.0000	-230.0000	0.0977	-0.5895
30.0000	-225.0000	0.1045	-0.6228
30.0000	-220.0000	0.1116	-0.6579
30.0000	-215.0000	0.1191	-0.6966
30.0000	-210.0000	0.1268	-0.7373
30.0000	-205.0000	0.1347	-0.7799
30.0000	-200.0000	0.1430	-0.8266
30.0000	-195.0000	0.1514	-0.8755
30.0000	-190.0000	0.1598	-0.9265
30.0000	-185.0000	0.1684	-0.9819
30.0000	-180.0000	0.1769	-1.0342
30.0000	-175.0000	0.1854	-1.0834
30.0000	-170.0000	0.1936	-1.1619
30.0000	-165.0000	0.2015	-1.2282
30.0000	-160.0000	0.2089	-1.2972
30.0000	-155.0000	0.2158	-1.3688
30.0000	-150.0000	0.2219	-1.4427
30.0000	-145.0000	0.2272	-1.5187
30.0000	-140.0000	0.2316	-1.5964
30.0000	-135.0000	0.2349	-1.6755
30.0000	-130.0000	0.2370	-1.7556
30.0000	-125.0000	0.2379	-1.8363
30.0000	-120.0000	0.2375	-1.9171
30.0000	-115.0000	0.2359	-1.9976
30.0000	-110.0000	0.2329	-2.0773
30.0000	-105.0000	0.2287	-2.1558
30.0000	-100.0000	0.2232	-2.2602
30.0000	-95.0000	0.2162	-2.3188
30.0000	-90.0000	0.2091	-2.3774
30.0000	-85.0000	0.2001	-2.4449
30.0000	-80.0000	0.1912	-2.5125
30.0000	-75.0000	0.1809	-2.5734
30.0000	-70.0000	0.1705	-2.6343
30.0000	-65.0000	0.1592	-2.6878
30.0000	-60.0000	0.1479	-2.7413
30.0000	-55.0000	0.1359	-2.7868
30.0000	-50.0000	0.1240	-2.8324
30.0000	-45.0000	0.1117	-2.8697
30.0000	-40.0000	0.0994	-2.9071
30.0000	-35.0000	0.0870	-2.9361
30.0000	-30.0000	0.0746	-2.9651
30.0000	-25.0000	0.0621	-2.9858
30.0000	-20.0000	0.0497	-3.0066
30.0000	-15.0000	0.0372	-3.0190
30.0000	-10.0000	0.0248	-3.0314
30.0000	-5.0000	0.0124	-3.0355
30.0000	0.0000	0.0000	-3.0396
30.0000	5.0000	-0.0124	-3.0355
30.0000	10.0000	-0.0248	-3.0314
30.0000	15.0000	-0.0372	-3.0190
30.0000	20.0000	-0.0497	-3.0066
30.0000	25.0000	-0.0621	-2.9858
30.0000	30.0000	-0.0746	-2.9651
30.0000	35.0000	-0.0870	-2.9361
30.0000	40.0000	-0.0994	-2.9071
30.0000	45.0000	-0.1117	-2.8697
30.0000	50.0000	-0.1240	-2.8324
30.0000	55.0000	-0.1359	-2.7868
30.0000	60.0000	-0.1479	-2.7413
30.0000	65.0000	-0.1592	-2.6878
30.0000	70.0000	-0.1705	-2.6343
30.0000	75.0000	-0.1809	-2.5734
30.0000	80.0000	-0.1912	-2.5125
30.0000	85.0000	-0.2001	-2.4449
30.0000	90.0000	-0.2091	-2.3774
30.0000	95.0000	-0.2162	-2.3188
30.0000	100.0000	-0.2232	-2.2602
30.0000	105.0000	-0.2287	-2.1558
30.0000	110.0000	-0.2329	-2.0773
30.0000	115.0000	-0.2359	-1.9976
30.0000	120.0000	-0.2375	-1.9171
30.0000	125.0000	-0.2379	-1.8363
30.0000	130.0000	-0.2370	-1.7556
30.0000	135.0000	-0.2349	-1.6755
30.0000	140.0000	-0.2316	-1.5964
30.0000	145.0000	-0.2272	-1.5187
30.0000	150.0000	-0.2219	-1.4427
30.0000	155.0000	-0.2158	-1.3688
30.0000	160.0000	-0.2089	-1.2972
30.0000	165.0000	-0.2015	-1.2282
30.0000	170.0000	-0.1936	-1.1619
30.0000	175.0000	-0.1854	-1.0834
30.0000	180.0000	-0.1769	-1.0342
30.0000	185.0000	-0.1684	-0.9819
30.0000	190.0000	-0.1598	-0.9265
30.0000	195.0000	-0.1514	-0.8755
30.0000	200.0000	-0.1430	-0.8266
30.0000	205.0000	-0.1347	-0.7799
30.0000	210.0000	-0.1268	-0.7373
30.0000	215.0000	-0.1191	-0.6966
30.0000	220.0000	-0.1116	-0.6579
30.0000	225.0000	-0.1045	-0.6228
30.0000	230.0000	-0.0977	-0.5895
30.0000	235.0000	-0.0911	-0.5578
30.0000	240.0000	-0.0850	-0.5294
30.0000	245.0000	-0.0791	-0.5015
30.0000	250.0000	-0.0734	-0.4741
30.0000	255.0000	-0.0683	-0.4533
30.0000	260.0000	-0.0631	-0.4326
30.0000	265.0000	-0.0584	-0.4134
30.0000	270.0000	-0.0538	-0.3942
30.0000	275.0000	-0.0496	-0.3779
30.0000	280.0000	-0.0454	-0.3617
30.0000	285.0000	-0.0416	-0.3480
30.0000	290.0000	-0.0379	-0.3344
30.0000	295.0000	-0.0345	-0.3231
30.0000	300.0000	-0.0311	-0.3119
30.0000	305.0000	-0.0281	-0.3029
30.0000	310.0000	-0.0251	-0.2938
30.0000	315.0000	-0.0225	-0.2869
30.0000	320.0000	-0.0200	-0.2800
30.0000	325.0000	-0.0179	-0.2757
30.0000	330.0000	-0.0159	-0.2714
30.0000	335.0000	-0.0153	-0.2702
30.0000	340.0000	-0.0146	-0.2689
35.0000	-345.0000	0.0056	-0.2644
35.0000	-340.0000	0.0109	-0.2648
35.0000	-335.0000	0.0139	-0.2668
35.0000	-330.0000	0.0169	-0.2689
35.0000	-325.0000	0.0197	-0.2732
35.0000	-320.0000	0.0224	-0.2775
35.0000	-315.0000	0.0256	-0.2841
35.0000	-310.0000	0.0288	-0.2908
35.0000	-305.0000	0.0323	-0.2996
35.0000	-300.0000	0.0359	-0.3085
35.0000	-295.0000	0.0398	-0.3195
35.0000	-290.0000	0.0438	-0.3306
35.0000	-285.0000	0.0481	-0.3440
35.0000	-280.0000	0.0525	-0.3574
35.0000	-275.0000	0.0573	-0.3735
35.0000	-270.0000	0.0622	-0.3895
35.0000	-265.0000	0.0676	-0.4084
35.0000	-260.0000	0.0730	-0.4273
35.0000	-255.0000	0.0790	-0.4478
35.0000	-250.0000	0.0850	-0.4683
35.0000	-245.0000	0.0916	-0.4954
35.0000	-240.0000	0.0984	-0.5229
35.0000	-235.0000	0.1056	-0.5511
35.0000	-230.0000	0.1132	-0.5824
35.0000	-225.0000	0.1212	-0.6154
35.0000	-220.0000	0.1294	-0.6501
35.0000	-215.0000	0.1382	-0.6885
35.0000	-210.0000	0.1472	-0.7289
35.0000	-205.0000	0.1565	-0.7713
35.0000	-200.0000	0.1662	-0.8178
35.0000	-195.0000	0.1760	-0.8665
35.0000	-190.0000	0.1860	-0.9174
35.0000	-185.0000	0.1962	-0.9728
35.0000	-180.0000	0.2062	-1.0252
35.0000	-175.0000	0.2163	-1.0744
35.0000	-170.0000	0.2261	-1.1533
35.0000	-165.0000	0.2355	-1.2200
35.0000	-160.0000	0.2443	-1.2896
35.0000	-155.0000	0.2526	-1.3618
35.0000	-150.0000	0.2599	-1.4366
35.0000	-145.0000	0.2663	-1.5135
35.0000	-140.0000	0.2716	-1.5923
35.0000	-135.0000	0.2756	-1.6726
35.0000	-130.0000	0.2782	-1.7540
35.0000	-125.0000	0.2793	-1.8360
35.0000	-120.0000	0.2789	-1.9182
35.0000	-115.0000	0.2770	-2.0001
35.0000	-110.0000	0.2734	-2.0812
35.0000	-105.0000	0.2684	-2.1609
35.0000	-100.0000	0.2620	-2.2670
35.0000	-95.0000	0.2536	-2.3265
35.0000	-90.0000	0.2451	-2.3859
35.0000	-85.0000	0.2345	-2.4544
35.0000	-80.0000	0.2240	-2.5228
35.0000	-75.0000	0.2117	-2.5843
35.0000	-70.0000	0.1995	-2.6459
35.0000	-65.0000	0.1861	-2.6998
35.0000	-60.0000	0.1727	-2.7537
35.0000	-55.0000	0.1587	-2.7995
35.0000	-50.0000	0.1447	-2.8453
35.0000	-45.0000	0.1303	-2.8828
35.0000	-40.0000	0.1159	-2.9202
35.0000	-35.0000	0.1014	-2.9493
35.0000	-30.0000	0.0869	-2.9784
35.0000	-25.0000	0.0723	-2.9991
35.0000	-20.0000	0.0578	-3.0198
35.0000	-15.0000	0.0434	-3.0322
35.0000	-10.0000	0.0289	-3.0446
35.0000	-5.0000	0.0144	-3.0487
35.0000	0.0000	0.0000	-3.0528
35.0000	5.0000	-0.0144	-3.0487
35.0000	10.0000	-0.0289	-3.0446
35.0000	15.0000	-0.0434	-3.0322
35.0000	20.0000	-0.0578	-3.0198
35.0000	25.0000	-0.0723	-2.9991
35.0000	30.0000	-0.0869	-2.9784
35.0000	35.0000	-0.1014	-2.9493
35.0000	40.0000	-0.1159	-2.9202
35.0000	45.0000	-0.1303	-2.8828
35.0000	50.0000	-0.1447	-2.8453
35.0000	55.0000	-0.1587	-2.7995
35.0000	60.0000	-0.1727	-2.7537
35.0000	65.0000	-0.1861	-2.6998
35.0000	70.0000	-0.1995	-2.6459
35.0000	75.0000	-0.2117	-2.5843
35.0000	80.0000	-0.2240	-2.5228
35.0000	85.0000	-0.2345	-2.4544
35.0000	90.0000	-0.2451	-2.3859
35.0000	95.0000	-0.2536	-2.3265
35.0000	100.0000	-0.2620	-2.2670
35.0000	105.0000	-0.2684	-2.1609
35.0000	110.0000	-0.2734	-2.0812
35.0000	115.0000	-0.2770	-2.0001
35.0000	120.0000	-0.2789	-1.9182
35.0000	125.0000	-0.2793	-1.8360
35.0000	130.0000	-0.2782	-1.7540
35.0000	135.0000	-0.2756	-1.6726
35.0000	140.0000	-0.2716	-1.5923
35.0000	145.0000	-0.2663	-1.5135
35.0000	150.0000	-0.2599	-1.4366
35.0000	155.0000	-0.2526	-1.3618
35.0000	160.0000	-0.2443	-1.2896
35.0000	165.0000	-0.2355	-1.2200
35.0000	170.0000	-0.2261	-1.1533
35.0000	175.0000	-0.2163	-1.0744
35.0000	180.0000	-0.2062	-1.0252
35.0000	185.0000	-0.1962	-0.9728
35.0000	190.0000	-0.1860	-0.9174
35.0000	195.0000	-0.1760	-0.8665
35.0000	200.0000	-0.1662	-0.8178
35.0000	205.0000	-0.1565	-0.7713
35.0000	210.0000	-0.1472	-0.7289
35.0000	215.0000	-0.1382	-0.6885
35.0000	220.0000	-0.1294	-0.6501
35.0000	225.0000	-0.1212	-0.6154
35.0000	230.0000	-0.1132	-0.5824
35.0000	235.0000	-0.1056	-0.5511
35.0000	240.0000	-0.0984	-0.5229
35.0000	245.0000	-0.0916	-0.4954
35.0000	250.0000	-0.0850	-0.4683
35.0000	255.0000	-0.0790	-0.4478
35.0000	260.0000	-0.0730	-0.4273
35.0000	265.0000	-0.0676	-0.4084
35.0000	270.0000	-0.0622	-0.3895
35.0000	275.0000	-0.0573	-0.3735
35.0000	280.0000	-0.0525	-0.3574
35.0000	285.0000	-0.0481	-0.3440
35.0000	290.0000	-0.0438	-0.3306
35.0000	295.0000	-0.0398	-0.3195
35.0000	300.0000	-0.0359	-0.3085
35.0000	305.0000	-0.0323	-0.2996
35.0000	310.0000	-0.0288	-0.2908
35.0000	315.0000	-0.0256	-0.2841
35.0000	320.0000	-0.0224	-0.2775
35.0000	325.0000	-0.0197	-0.2732
35.0000	330.0000	-0.0169	-0.2689
35.0000	335.0000	-0.0139	-0.2668
35.0000	340.0000	-0.0109	-0.2648
40.0000	-345.0000	0.0053	-0.2599
40.0000	-340.0000	0.0101	-0.2606
40.0000	-335.0000	0.0140	-0.2629
40.0000	-330.0000	0.0179	-0.2653
40.0000	-325.0000	0.0213	-0.2696
40.0000	-320.0000	0.0248	-0.2740
40.0000	-315.0000	0.0285	-0.2805
40.0000	-310.0000	0.0323	-0.2870
40.0000	-305.0000	0.0364	-0.2957
40.0000	-300.0000	0.0405	-0.3043
40.0000	-295.0000	0.0450	-0.3152
40.0000	-290.0000	0.0495	-0.3260
40.0000	-285.0000	0.0544	-0.3392
40.0000	-280.0000	0.0594	-0.3524
40.0000	-275.0000	0.0649	-0.3681
40.0000	-270.0000	0.0704	-0.3839
40.0000	-265.0000	0.0765	-0.4025
40.0000	-260.0000	0.0826	-0.4211
40.0000	-255.0000	0.0894	-0.4413
40.0000	-250.0000	0.0962	-0.4615
40.0000	-245.0000	0.1037	-0.4881
40.0000	-240.0000	0.1115	-0.5152
40.0000	-235.0000	0.1197	-0.5430
40.0000	-230.0000	0.1284	-0.5738
40.0000	-225.0000	0.1375	-0.6064
40.0000	-220.0000	0.1469	-0.6408
40.0000	-215.0000	0.1570	-0.6788
40.0000	-210.0000	0.1674	-0.7188
40.0000	-205.0000	0.1780	-0.7608
40.0000	-200.0000	0.1892	-0.8071
40.0000	-195.0000	0.2006	-0.8556
40.0000	-190.0000	0.2122	-0.9063
40.0000	-185.0000	0.2240	-0.9617
40.0000	-180.0000	0.2357	-1.0140
40.0000	-175.0000	0.2475	-1.0634
40.0000	-170.0000	0.2589	-1.1426
40.0000	-165.0000	0.2700	-1.2098
40.0000	-160.0000	0.2805	-1.2800
40.0000	-155.0000	0.2902	-1.3531
40.0000	-150.0000	0.2990	-1.4288
40.0000	-145.0000	0.3067	-1.5069
40.0000	-140.0000	0.3130	-1.5871
40.0000	-135.0000	0.3178	-1.6689
40.0000	-130.0000	0.3210	-1.7518
40.0000	-125.0000	0.3224	-1.8356
40.0000	-120.0000	0.3220	-1.9195
40.0000	-115.0000	0.3197	-2.0031
40.0000	-110.0000	0.3156	-2.0859
40.0000	-105.0000	0.3097	-2.1673
40.0000	-100.0000	0.3021	-2.2755
40.0000	-95.0000	0.2923	-2.3360
40.0000	-90.0000	0.2824	-2.3965
40.0000	-85.0000	0.2700	-2.4660
40.0000	-80.0000	0.2576	-2.5354
40.0000	-75.0000	0.2433	-2.5977
40.0000	-70.0000	0.2290	-2.6600
40.0000	-65.0000	0.2135	-2.7144
40.0000	-60.0000	0.1980	-2.7688
40.0000	-55.0000	0.1818	-2.8149
40.0000	-50.0000	0.1656	-2.8610
40.0000	-45.0000	0.1490	-2.8985
40.0000	-40.0000	0.1324	-2.9361
40.0000	-35.0000	0.1158	-2.9652
40.0000	-30.0000	0.0992	-2.9943
40.0000	-25.0000	0.0826	-3.0150
40.0000	-20.0000	0.0660	-3.0357
40.0000	-15.0000	0.0495	-3.0481
40.0000	-10.0000	0.0329	-3.0604
40.0000	-5.0000	0.0165	-3.0645
40.0000	0.0000	0.0000	-3.0687
40.0000	5.0000	-0.0165	-3.0645
40.0000	10.0000	-0.0329	-3.0604
40.0000	15.0000	-0.0495	-3.0481
40.0000	20.0000	-0.0660	-3.0357
40.0000	25.0000	-0.0826	-3.0150
40.0000	30.0000	-0.0992	-2.9943
40.0000	35.0000	-0.1158	-2.9652
40.0000	40.0000	-0.1324	-2.9361
40.0000	45.0000	-0.1490	-2.8985
40.0000	50.0000	-0.1656	-2.8610
40.0000	55.0000	-0.1818	-2.8149
40.0000	60.0000	-0.1980	-2.7688
40.0000	65.0000	-0.2135	-2.7144
40.0000	70.0000	-0.2290	-2.6600
40.0000	75.0000	-0.2433	-2.5977
40.0000	80.0000	-0.2576	-2.5354
40.0000	85.0000	-0.2700	-2.4660
40.0000	90.0000	-0.2824	-2.3965
40.0000	95.0000	-0.2923	-2.3360
40.0000	100.0000	-0.3021	-2.2755
40.0000	105.0000	-0.3097	-2.1673
40.0000	110.0000	-0.3156	-2.0859
40.0000	115.0000	-0.3197	-2.0031
40.0000	120.0000	-0.3220	-1.9195
40.0000	125.0000	-0.3224	-1.8356
40.0000	130.0000	-0.3210	-1.7518
40.0000	135.0000	-0.3178	-1.6689
40.0000	140.0000	-0.3130	-1.5871
40.0000	145.0000	-0.3067	-1.5069
40.0000	150.0000	-0.2990	-1.4288
40.0000	155.0000	-0.2902	-1.3531
40.0000	160.0000	-0.2805	-1.2800
40.0000	165.0000	-0.2700	-1.2098
40.0000	170.0000	-0.2589	-1.1426
40.0000	175.0000	-0.2475	-1.0634
40.0000	180.0000	-0.2357	-1.0140
40.0000	185.0000	-0.2240	-0.9617
40.0000	190.0000	-0.2122	-0.9063
40.0000	195.0000	-0.2006	-0.8556
40.0000	200.0000	-0.1892	-0.8071
40.0000	205.0000	-0.1780	-0.7608
40.0000	210.0000	-0.1674	-0.7188
40.0000	215.0000	-0.1570	-0.6788
40.0000	220.0000	-0.1469	-0.6408
40.0000	225.0000	-0.1375	-0.6064
40.0000	230.0000	-0.1284	-0.5738
40.0000	235.0000	-0.1197	-0.5430
40.0000	240.0000	-0.1115	-0.5152
40.0000	245.0000	-0.1037	-0.4881
40.0000	250.0000	-0.0962	-0.4615
40.0000	255.0000	-0.0894	-0.4413
40.0000	260.0000	-0.0826	-0.4211
40.0000	265.0000	-0.0765	-0.4025
40.0000	270.0000	-0.0704	-0.3839
40.0000	275.0000	-0.0649	-0.3681
40.0000	280.0000	-0.0594	-0.3524
40.0000	285.0000	-0.0544	-0.3392
40.0000	290.0000	-0.0495	-0.3260
40.0000	295.0000	-0.0450	-0.3152
40.0000	300.0000	-0.0405	-0.3043
40.0000	305.0000	-0.0364	-0.2957
40.0000	310.0000	-0.0323	-0.2870
40.0000	315.0000	-0.0285	-0.2805
40.0000	320.0000	-0.0248	-0.2740
40.0000	325.0000	-0.0213	-0.2696
40.0000	330.0000	-0.0179	-0.2653
40.0000	335.0000	-0.0140	-0.2629
40.0000	340.0000	-0.0101	-0.2606
45.0000	-345.0000	0.0053	-0.2554
45.0000	-340.0000	0.0101	-0.2562
45.0000	-335.0000	0.0145	-0.2588
45.0000	-330.0000	0.0189	-0.2613
45.0000	-325.0000	0.0230	-0.2657
45.0000	-320.0000	0.0272	-0.2701
45.0000	-315.0000	0.0315	-0.2765
45.0000	-310.0000	0.0358	-0.2829
45.0000	-305.0000	0.0404	-0.2914
45.0000	-300.0000	0.0450	-0.2999
45.0000	-295.0000	0.0500	-0.3105
45.0000	-290.0000	0.0551	-0.3211
45.0000	-285.0000	0.0606	-0.3340
45.0000	-280.0000	0.0661	-0.3470
45.0000	-275.0000	0.0723	-0.3624
45.0000	-270.0000	0.0784	-0.3779
45.0000	-265.0000	0.0852	-0.3961
45.0000	-260.0000	0.0921	-0.4144
45.0000	-255.0000	0.0997	-0.4342
45.0000	-250.0000	0.1073	-0.4540
45.0000	-245.0000	0.1157	-0.4802
45.0000	-240.0000	0.1245	-0.5069
45.0000	-235.0000	0.1336	-0.5342
45.0000	-230.0000	0.1434	-0.5646
45.0000	-225.0000	0.1536	-0.5968
45.0000	-220.0000	0.1642	-0.6306
45.0000	-215.0000	0.1756	-0.6682
45.0000	-210.0000	0.1873	-0.7078
45.0000	-205.0000	0.1994	-0.7494
45.0000	-200.0000	0.2121	-0.7954
45.0000	-195.0000	0.2251	-0.8436
