r	z	br	bz
45.0000	-190.0000	0.2383	-0.8941
45.0000	-185.0000	0.2518	-0.9494
45.0000	-180.0000	0.2653	-1.0018
45.0000	-175.0000	0.2788	-1.0512
45.0000	-170.0000	0.2920	-1.1308
45.0000	-165.0000	0.3049	-1.1985
45.0000	-160.0000	0.3171	-1.2694
45.0000	-155.0000	0.3284	-1.3434
45.0000	-150.0000	0.3387	-1.4202
45.0000	-145.0000	0.3477	-1.4996
45.0000	-140.0000	0.3551	-1.5812
45.0000	-135.0000	0.3608	-1.6646
45.0000	-130.0000	0.3646	-1.7494
45.0000	-125.0000	0.3664	-1.8350
45.0000	-120.0000	0.3660	-1.9209
45.0000	-115.0000	0.3634	-2.0064
45.0000	-110.0000	0.3587	-2.0911
45.0000	-105.0000	0.3519	-2.1744
45.0000	-100.0000	0.3431	-2.2848
45.0000	-95.0000	0.3317	-2.3465
45.0000	-90.0000	0.3203	-2.4081
45.0000	-85.0000	0.3060	-2.4787
45.0000	-80.0000	0.2917	-2.5494
45.0000	-75.0000	0.2753	-2.6125
45.0000	-70.0000	0.2589	-2.6756
45.0000	-65.0000	0.2412	-2.7305
45.0000	-60.0000	0.2234	-2.7854
45.0000	-55.0000	0.2050	-2.8317
45.0000	-50.0000	0.1865	-2.8780
45.0000	-45.0000	0.1678	-2.9157
45.0000	-40.0000	0.1490	-2.9534
45.0000	-35.0000	0.1303	-2.9825
45.0000	-30.0000	0.1115	-3.0116
45.0000	-25.0000	0.0928	-3.0323
45.0000	-20.0000	0.0741	-3.0529
45.0000	-15.0000	0.0555	-3.0653
45.0000	-10.0000	0.0370	-3.0776
45.0000	-5.0000	0.0185	-3.0817
45.0000	0.0000	0.0000	-3.0858
45.0000	5.0000	-0.0185	-3.0817
45.0000	10.0000	-0.0370	-3.0776
45.0000	15.0000	-0.0555	-3.0653
45.0000	20.0000	-0.0741	-3.0529
45.0000	25.0000	-0.0928	-3.0323
45.0000	30.0000	-0.1115	-3.0116
45.0000	35.0000	-0.1303	-2.9825
45.0000	40.0000	-0.1490	-2.9534
45.0000	45.0000	-0.1678	-2.9157
45.0000	50.0000	-0.1865	-2.8780
45.0000	55.0000	-0.2050	-2.8317
45.0000	60.0000	-0.2234	-2.7854
45.0000	65.0000	-0.2412	-2.7305
45.0000	70.0000	-0.2589	-2.6756
45.0000	75.0000	-0.2753	-2.6125
45.0000	80.0000	-0.2917	-2.5494
45.0000	85.0000	-0.3060	-2.4787
45.0000	90.0000	-0.3203	-2.4081
45.0000	95.0000	-0.3317	-2.3465
45.0000	100.0000	-0.3431	-2.2848
45.0000	105.0000	-0.3519	-2.1744
45.0000	110.0000	-0.3587	-2.0911
45.0000	115.0000	-0.3634	-2.0064
45.0000	120.0000	-0.3660	-1.9209
45.0000	125.0000	-0.3664	-1.8350
45.0000	130.0000	-0.3646	-1.7494
45.0000	135.0000	-0.3608	-1.6646
45.0000	140.0000	-0.3551	-1.5812
45.0000	145.0000	-0.3477	-1.4996
45.0000	150.0000	-0.3387	-1.4202
45.0000	155.0000	-0.3284	-1.3434
45.0000	160.0000	-0.3171	-1.2694
45.0000	165.0000	-0.3049	-1.1985
45.0000	170.0000	-0.2920	-1.1308
45.0000	175.0000	-0.2788	-1.0512
45.0000	180.0000	-0.2653	-1.0018
45.0000	185.0000	-0.2518	-0.9494
45.0000	190.0000	-0.2383	-0.8941
45.0000	195.0000	-0.2251	-0.8436
45.0000	200.0000	-0.2121	-0.7954
45.0000	205.0000	-0.1994	-0.7494
45.0000	210.0000	-0.1873	-0.7078
45.0000	215.0000	-0.1756	-0.6682
45.0000	220.0000	-0.1642	-0.6306
45.0000	225.0000	-0.1536	-0.5968
45.0000	230.0000	-0.1434	-0.5646
45.0000	235.0000	-0.1336	-0.5342
45.0000	240.0000	-0.1245	-0.5069
45.0000	245.0000	-0.1157	-0.4802
45.0000	250.0000	-0.1073	-0.4540
45.0000	255.0000	-0.0997	-0.4342
45.0000	260.0000	-0.0921	-0.4144
45.0000	265.0000	-0.0852	-0.3961
45.0000	270.0000	-0.0784	-0.3779
45.0000	275.0000	-0.0723	-0.3624
45.0000	280.0000	-0.0661	-0.3470
45.0000	285.0000	-0.0606	-0.3340
45.0000	290.0000	-0.0551	-0.3211
45.0000	295.0000	-0.0500	-0.3105
45.0000	300.0000	-0.0450	-0.2999
45.0000	305.0000	-0.0404	-0.2914
45.0000	310.0000	-0.0358	-0.2829
45.0000	315.0000	-0.0315	-0.2765
45.0000	320.0000	-0.0272	-0.2701
45.0000	325.0000	-0.0230	-0.2657
45.0000	330.0000	-0.0189	-0.2613
45.0000	335.0000	-0.0145	-0.2588
45.0000	340.0000	-0.0101	-0.2562
50.0000	-345.0000	0.0057	-0.2506
50.0000	-340.0000	0.0107	-0.2515
50.0000	-335.0000	0.0154	-0.2541
50.0000	-330.0000	0.0202	-0.2568
50.0000	-325.0000	0.0248	-0.2612
50.0000	-320.0000	0.0295	-0.2656
50.0000	-315.0000	0.0343	-0.2719
50.0000	-310.0000	0.0391	-0.2782
50.0000	-305.0000	0.0442	-0.2864
50.0000	-300.0000	0.0493	-0.2947
50.0000	-295.0000	0.0549	-0.3051
50.0000	-290.0000	0.0604	-0.3155
50.0000	-285.0000	0.0665	-0.3281
50.0000	-280.0000	0.0726	-0.3407
50.0000	-275.0000	0.0794	-0.3559
50.0000	-270.0000	0.0861	-0.3710
50.0000	-265.0000	0.0937	-0.3888
50.0000	-260.0000	0.1012	-0.4067
50.0000	-255.0000	0.1096	-0.4261
50.0000	-250.0000	0.1180	-0.4455
50.0000	-245.0000	0.1273	-0.4711
50.0000	-240.0000	0.1369	-0.4973
50.0000	-235.0000	0.1470	-0.5241
50.0000	-230.0000	0.1579	-0.5540
50.0000	-225.0000	0.1693	-0.5856
50.0000	-220.0000	0.1811	-0.6189
50.0000	-215.0000	0.1938	-0.6559
50.0000	-210.0000	0.2069	-0.6950
50.0000	-205.0000	0.2204	-0.7361
50.0000	-200.0000	0.2347	-0.7817
50.0000	-195.0000	0.2493	-0.8295
50.0000	-190.0000	0.2643	-0.8797
50.0000	-185.0000	0.2796	-0.9349
50.0000	-180.0000	0.2950	-0.9873
50.0000	-175.0000	0.3104	-1.0367
50.0000	-170.0000	0.3256	-1.1166
50.0000	-165.0000	0.3403	-1.1849
50.0000	-160.0000	0.3545	-1.2566
50.0000	-155.0000	0.3677	-1.3316
50.0000	-150.0000	0.3797	-1.4097
50.0000	-145.0000	0.3902	-1.4906
50.0000	-140.0000	0.3990	-1.5740
50.0000	-135.0000	0.4057	-1.6594
50.0000	-130.0000	0.4103	-1.7463
50.0000	-125.0000	0.4125	-1.8342
50.0000	-120.0000	0.4121	-1.9224
50.0000	-115.0000	0.4093	-2.0104
50.0000	-110.0000	0.4039	-2.0974
50.0000	-105.0000	0.3960	-2.1828
50.0000	-100.0000	0.3859	-2.2960
50.0000	-95.0000	0.3727	-2.3590
50.0000	-90.0000	0.3596	-2.4220
50.0000	-85.0000	0.3432	-2.4940
50.0000	-80.0000	0.3268	-2.5659
50.0000	-75.0000	0.3081	-2.6299
50.0000	-70.0000	0.2894	-2.6939
50.0000	-65.0000	0.2693	-2.7494
50.0000	-60.0000	0.2492	-2.8048
50.0000	-55.0000	0.2284	-2.8514
50.0000	-50.0000	0.2076	-2.8980
50.0000	-45.0000	0.1866	-2.9357
50.0000	-40.0000	0.1656	-2.9735
50.0000	-35.0000	0.1447	-3.0026
50.0000	-30.0000	0.1237	-3.0316
50.0000	-25.0000	0.1029	-3.0522
50.0000	-20.0000	0.0822	-3.0728
50.0000	-15.0000	0.0616	-3.0851
50.0000	-10.0000	0.0410	-3.0973
50.0000	-5.0000	0.0205	-3.1014
50.0000	0.0000	0.0000	-3.1055
50.0000	5.0000	-0.0205	-3.1014
50.0000	10.0000	-0.0410	-3.0973
50.0000	15.0000	-0.0616	-3.0851
50.0000	20.0000	-0.0822	-3.0728
50.0000	25.0000	-0.1029	-3.0522
50.0000	30.0000	-0.1237	-3.0316
50.0000	35.0000	-0.1447	-3.0026
50.0000	40.0000	-0.1656	-2.9735
50.0000	45.0000	-0.1866	-2.9357
50.0000	50.0000	-0.2076	-2.8980
50.0000	55.0000	-0.2284	-2.8514
50.0000	60.0000	-0.2492	-2.8048
50.0000	65.0000	-0.2693	-2.7494
50.0000	70.0000	-0.2894	-2.6939
50.0000	75.0000	-0.3081	-2.6299
50.0000	80.0000	-0.3268	-2.5659
50.0000	85.0000	-0.3432	-2.4940
50.0000	90.0000	-0.3596	-2.4220
50.0000	95.0000	-0.3727	-2.3590
50.0000	100.0000	-0.3859	-2.2960
50.0000	105.0000	-0.3960	-2.1828
50.0000	110.0000	-0.4039	-2.0974
50.0000	115.0000	-0.4093	-2.0104
50.0000	120.0000	-0.4121	-1.9224
50.0000	125.0000	-0.4125	-1.8342
50.0000	130.0000	-0.4103	-1.7463
50.0000	135.0000	-0.4057	-1.6594
50.0000	140.0000	-0.3990	-1.5740
50.0000	145.0000	-0.3902	-1.4906
50.0000	150.0000	-0.3797	-1.4097
50.0000	155.0000	-0.3677	-1.3316
50.0000	160.0000	-0.3545	-1.2566
50.0000	165.0000	-0.3403	-1.1849
50.0000	170.0000	-0.3256	-1.1166
50.0000	175.0000	-0.3104	-1.0367
50.0000	180.0000	-0.2950	-0.9873
50.0000	185.0000	-0.2796	-0.9349
50.0000	190.0000	-0.2643	-0.8797
50.0000	195.0000	-0.2493	-0.8295
50.0000	200.0000	-0.2347	-0.7817
50.0000	205.0000	-0.2204	-0.7361
50.0000	210.0000	-0.2069	-0.6950
50.0000	215.0000	-0.1938	-0.6559
50.0000	220.0000	-0.1811	-0.6189
50.0000	225.0000	-0.1693	-0.5856
50.0000	230.0000	-0.1579	-0.5540
50.0000	235.0000	-0.1470	-0.5241
50.0000	240.0000	-0.1369	-0.4973
50.0000	245.0000	-0.1273	-0.4711
50.0000	250.0000	-0.1180	-0.4455
50.0000	255.0000	-0.1096	-0.4261
50.0000	260.0000	-0.1012	-0.4067
50.0000	265.0000	-0.0937	-0.3888
50.0000	270.0000	-0.0861	-0.3710
50.0000	275.0000	-0.0794	-0.3559
50.0000	280.0000	-0.0726	-0.3407
50.0000	285.0000	-0.0665	-0.3281
50.0000	290.0000	-0.0604	-0.3155
50.0000	295.0000	-0.0549	-0.3051
50.0000	300.0000	-0.0493	-0.2947
50.0000	305.0000	-0.0442	-0.2864
50.0000	310.0000	-0.0391	-0.2782
50.0000	315.0000	-0.0343	-0.2719
50.0000	320.0000	-0.0295	-0.2656
50.0000	325.0000	-0.0248	-0.2612
50.0000	330.0000	-0.0202	-0.2568
50.0000	335.0000	-0.0154	-0.2541
50.0000	340.0000	-0.0107	-0.2515
55.0000	-345.0000	0.0062	-0.2455
55.0000	-340.0000	0.0114	-0.2465
55.0000	-335.0000	0.0165	-0.2491
55.0000	-330.0000	0.0216	-0.2518
55.0000	-325.0000	0.0267	-0.2562
55.0000	-320.0000	0.0318	-0.2606
55.0000	-315.0000	0.0371	-0.2668
55.0000	-310.0000	0.0423	-0.2729
55.0000	-305.0000	0.0479	-0.2810
55.0000	-300.0000	0.0535	-0.2891
55.0000	-295.0000	0.0596	-0.2992
55.0000	-290.0000	0.0656	-0.3093
55.0000	-285.0000	0.0723	-0.3217
55.0000	-280.0000	0.0789	-0.3340
55.0000	-275.0000	0.0862	-0.3487
55.0000	-270.0000	0.0936	-0.3635
55.0000	-265.0000	0.1018	-0.3809
55.0000	-260.0000	0.1100	-0.3983
55.0000	-255.0000	0.1192	-0.4173
55.0000	-250.0000	0.1283	-0.4362
55.0000	-245.0000	0.1384	-0.4612
55.0000	-240.0000	0.1490	-0.4868
55.0000	-235.0000	0.1600	-0.5130
55.0000	-230.0000	0.1720	-0.5423
55.0000	-225.0000	0.1845	-0.5733
55.0000	-220.0000	0.1975	-0.6059
55.0000	-215.0000	0.2115	-0.6424
55.0000	-210.0000	0.2260	-0.6808
55.0000	-205.0000	0.2410	-0.7214
55.0000	-200.0000	0.2569	-0.7664
55.0000	-195.0000	0.2733	-0.8138
55.0000	-190.0000	0.2900	-0.8636
55.0000	-185.0000	0.3072	-0.9186
55.0000	-180.0000	0.3246	-0.9708
55.0000	-175.0000	0.3420	-1.0203
55.0000	-170.0000	0.3594	-1.1005
55.0000	-165.0000	0.3763	-1.1693
55.0000	-160.0000	0.3925	-1.2418
55.0000	-155.0000	0.4078	-1.3179
55.0000	-150.0000	0.4217	-1.3974
55.0000	-145.0000	0.4340	-1.4801
55.0000	-140.0000	0.4444	-1.5655
55.0000	-135.0000	0.4524	-1.6532
55.0000	-130.0000	0.4579	-1.7426
55.0000	-125.0000	0.4605	-1.8332
55.0000	-120.0000	0.4603	-1.9241
55.0000	-115.0000	0.4571	-2.0148
55.0000	-110.0000	0.4509	-2.1045
55.0000	-105.0000	0.4419	-2.1925
55.0000	-100.0000	0.4303	-2.3088
55.0000	-95.0000	0.4152	-2.3734
55.0000	-90.0000	0.4001	-2.4379
55.0000	-85.0000	0.3814	-2.5113
55.0000	-80.0000	0.3627	-2.5847
55.0000	-75.0000	0.3415	-2.6497
55.0000	-70.0000	0.3204	-2.7146
55.0000	-65.0000	0.2978	-2.7706
55.0000	-60.0000	0.2752	-2.8265
55.0000	-55.0000	0.2520	-2.8733
55.0000	-50.0000	0.2288	-2.9202
55.0000	-45.0000	0.2055	-2.9579
55.0000	-40.0000	0.1822	-2.9957
55.0000	-35.0000	0.1590	-3.0247
55.0000	-30.0000	0.1359	-3.0537
55.0000	-25.0000	0.1130	-3.0742
55.0000	-20.0000	0.0902	-3.0946
55.0000	-15.0000	0.0675	-3.1068
55.0000	-10.0000	0.0449	-3.1190
55.0000	-5.0000	0.0225	-3.1230
55.0000	0.0000	0.0000	-3.1271
55.0000	5.0000	-0.0225	-3.1230
55.0000	10.0000	-0.0449	-3.1190
55.0000	15.0000	-0.0675	-3.1068
55.0000	20.0000	-0.0902	-3.0946
55.0000	25.0000	-0.1130	-3.0742
55.0000	30.0000	-0.1359	-3.0537
55.0000	35.0000	-0.1590	-3.0247
55.0000	40.0000	-0.1822	-2.9957
55.0000	45.0000	-0.2055	-2.9579
55.0000	50.0000	-0.2288	-2.9202
55.0000	55.0000	-0.2520	-2.8733
55.0000	60.0000	-0.2752	-2.8265
55.0000	65.0000	-0.2978	-2.7706
55.0000	70.0000	-0.3204	-2.7146
55.0000	75.0000	-0.3415	-2.6497
55.0000	80.0000	-0.3627	-2.5847
55.0000	85.0000	-0.3814	-2.5113
55.0000	90.0000	-0.4001	-2.4379
55.0000	95.0000	-0.4152	-2.3734
55.0000	100.0000	-0.4303	-2.3088
55.0000	105.0000	-0.4419	-2.1925
55.0000	110.0000	-0.4509	-2.1045
55.0000	115.0000	-0.4571	-2.0148
55.0000	120.0000	-0.4603	-1.9241
55.0000	125.0000	-0.4605	-1.8332
55.0000	130.0000	-0.4579	-1.7426
55.0000	135.0000	-0.4524	-1.6532
55.0000	140.0000	-0.4444	-1.5655
55.0000	145.0000	-0.4340	-1.4801
55.0000	150.0000	-0.4217	-1.3974
55.0000	155.0000	-0.4078	-1.3179
55.0000	160.0000	-0.3925	-1.2418
55.0000	165.0000	-0.3763	-1.1693
55.0000	170.0000	-0.3594	-1.1005
55.0000	175.0000	-0.3420	-1.0203
55.0000	180.0000	-0.3246	-0.9708
55.0000	185.0000	-0.3072	-0.9186
55.0000	190.0000	-0.2900	-0.8636
55.0000	195.0000	-0.2733	-0.8138
55.0000	200.0000	-0.2569	-0.7664
55.0000	205.0000	-0.2410	-0.7214
55.0000	210.0000	-0.2260	-0.6808
55.0000	215.0000	-0.2115	-0.6424
55.0000	220.0000	-0.1975	-0.6059
55.0000	225.0000	-0.1845	-0.5733
55.0000	230.0000	-0.1720	-0.5423
55.0000	235.0000	-0.1600	-0.5130
55.0000	240.0000	-0.1490	-0.4868
55.0000	245.0000	-0.1384	-0.4612
55.0000	250.0000	-0.1283	-0.4362
55.0000	255.0000	-0.1192	-0.4173
55.0000	260.0000	-0.1100	-0.3983
55.0000	265.0000	-0.1018	-0.3809
55.0000	270.0000	-0.0936	-0.3635
55.0000	275.0000	-0.0862	-0.3487
55.0000	280.0000	-0.0789	-0.3340
55.0000	285.0000	-0.0723	-0.3217
55.0000	290.0000	-0.0656	-0.3093
55.0000	295.0000	-0.0596	-0.2992
55.0000	300.0000	-0.0535	-0.2891
55.0000	305.0000	-0.0479	-0.2810
55.0000	310.0000	-0.0423	-0.2729
55.0000	315.0000	-0.0371	-0.2668
55.0000	320.0000	-0.0318	-0.2606
55.0000	325.0000	-0.0267	-0.2562
55.0000	330.0000	-0.0216	-0.2518
55.0000	335.0000	-0.0165	-0.2491
55.0000	340.0000	-0.0114	-0.2465
60.0000	-345.0000	0.0067	-0.2403
60.0000	-340.0000	0.0122	-0.2412
60.0000	-335.0000	0.0176	-0.2439
60.0000	-330.0000	0.0231	-0.2466
60.0000	-325.0000	0.0286	-0.2510
60.0000	-320.0000	0.0341	-0.2553
60.0000	-315.0000	0.0398	-0.2613
60.0000	-310.0000	0.0455	-0.2674
60.0000	-305.0000	0.0515	-0.2753
60.0000	-300.0000	0.0576	-0.2832
60.0000	-295.0000	0.0641	-0.2930
60.0000	-290.0000	0.0707	-0.3029
60.0000	-285.0000	0.0778	-0.3149
60.0000	-280.0000	0.0850	-0.3269
60.0000	-275.0000	0.0929	-0.3412
60.0000	-270.0000	0.1009	-0.3555
60.0000	-265.0000	0.1097	-0.3725
60.0000	-260.0000	0.1186	-0.3895
60.0000	-255.0000	0.1285	-0.4079
60.0000	-250.0000	0.1384	-0.4264
60.0000	-245.0000	0.1494	-0.4508
60.0000	-240.0000	0.1608	-0.4758
60.0000	-235.0000	0.1728	-0.5013
60.0000	-230.0000	0.1858	-0.5299
60.0000	-225.0000	0.1994	-0.5602
60.0000	-220.0000	0.2136	-0.5922
60.0000	-215.0000	0.2289	-0.6279
60.0000	-210.0000	0.2448	-0.6657
60.0000	-205.0000	0.2613	-0.7056
60.0000	-200.0000	0.2789	-0.7500
60.0000	-195.0000	0.2970	-0.7969
60.0000	-190.0000	0.3155	-0.8463
60.0000	-185.0000	0.3348	-0.9010
60.0000	-180.0000	0.3542	-0.9531
60.0000	-175.0000	0.3738	-1.0026
60.0000	-170.0000	0.3934	-1.0830
60.0000	-165.0000	0.4125	-1.1524
60.0000	-160.0000	0.4311	-1.2257
60.0000	-155.0000	0.4485	-1.3030
60.0000	-150.0000	0.4646	-1.3840
60.0000	-145.0000	0.4788	-1.4686
60.0000	-140.0000	0.4908	-1.5561
60.0000	-135.0000	0.5002	-1.6463
60.0000	-130.0000	0.5067	-1.7385
60.0000	-125.0000	0.5099	-1.8319
60.0000	-120.0000	0.5098	-1.9259
60.0000	-115.0000	0.5062	-2.0196
60.0000	-110.0000	0.4993	-2.1122
60.0000	-105.0000	0.4890	-2.2030
60.0000	-100.0000	0.4758	-2.3227
60.0000	-95.0000	0.4586	-2.3889
60.0000	-90.0000	0.4415	-2.4551
60.0000	-85.0000	0.4203	-2.5301
60.0000	-80.0000	0.3992	-2.6050
60.0000	-75.0000	0.3754	-2.6710
60.0000	-70.0000	0.3517	-2.7369
60.0000	-65.0000	0.3265	-2.7934
60.0000	-60.0000	0.3013	-2.8499
60.0000	-55.0000	0.2757	-2.8969
60.0000	-50.0000	0.2500	-2.9438
60.0000	-45.0000	0.2243	-2.9816
60.0000	-40.0000	0.1987	-3.0194
60.0000	-35.0000	0.1733	-3.0482
60.0000	-30.0000	0.1480	-3.0771
60.0000	-25.0000	0.1230	-3.0975
60.0000	-20.0000	0.0981	-3.1178
60.0000	-15.0000	0.0735	-3.1299
60.0000	-10.0000	0.0489	-3.1419
60.0000	-5.0000	0.0244	-3.1460
60.0000	0.0000	0.0000	-3.1500
60.0000	5.0000	-0.0244	-3.1460
60.0000	10.0000	-0.0489	-3.1419
60.0000	15.0000	-0.0735	-3.1299
60.0000	20.0000	-0.0981	-3.1178
60.0000	25.0000	-0.1230	-3.0975
60.0000	30.0000	-0.1480	-3.0771
60.0000	35.0000	-0.1733	-3.0482
60.0000	40.0000	-0.1987	-3.0194
60.0000	45.0000	-0.2243	-2.9816
60.0000	50.0000	-0.2500	-2.9438
60.0000	55.0000	-0.2757	-2.8969
60.0000	60.0000	-0.3013	-2.8499
60.0000	65.0000	-0.3265	-2.7934
60.0000	70.0000	-0.3517	-2.7369
60.0000	75.0000	-0.3754	-2.6710
60.0000	80.0000	-0.3992	-2.6050
60.0000	85.0000	-0.4203	-2.5301
60.0000	90.0000	-0.4415	-2.4551
60.0000	95.0000	-0.4586	-2.3889
60.0000	100.0000	-0.4758	-2.3227
60.0000	105.0000	-0.4890	-2.2030
60.0000	110.0000	-0.4993	-2.1122
60.0000	115.0000	-0.5062	-2.0196
60.0000	120.0000	-0.5098	-1.9259
60.0000	125.0000	-0.5099	-1.8319
60.0000	130.0000	-0.5067	-1.7385
60.0000	135.0000	-0.5002	-1.6463
60.0000	140.0000	-0.4908	-1.5561
60.0000	145.0000	-0.4788	-1.4686
60.0000	150.0000	-0.4646	-1.3840
60.0000	155.0000	-0.4485	-1.3030
60.0000	160.0000	-0.4311	-1.2257
60.0000	165.0000	-0.4125	-1.1524
60.0000	170.0000	-0.3934	-1.0830
60.0000	175.0000	-0.3738	-1.0026
60.0000	180.0000	-0.3542	-0.9531
60.0000	185.0000	-0.3348	-0.9010
60.0000	190.0000	-0.3155	-0.8463
60.0000	195.0000	-0.2970	-0.7969
60.0000	200.0000	-0.2789	-0.7500
60.0000	205.0000	-0.2613	-0.7056
60.0000	210.0000	-0.2448	-0.6657
60.0000	215.0000	-0.2289	-0.6279
60.0000	220.0000	-0.2136	-0.5922
60.0000	225.0000	-0.1994	-0.5602
60.0000	230.0000	-0.1858	-0.5299
60.0000	235.0000	-0.1728	-0.5013
60.0000	240.0000	-0.1608	-0.4758
60.0000	245.0000	-0.1494	-0.4508
60.0000	250.0000	-0.1384	-0.4264
60.0000	255.0000	-0.1285	-0.4079
60.0000	260.0000	-0.1186	-0.3895
60.0000	265.0000	-0.1097	-0.3725
60.0000	270.0000	-0.1009	-0.3555
60.0000	275.0000	-0.0929	-0.3412
60.0000	280.0000	-0.0850	-0.3269
60.0000	285.0000	-0.0778	-0.3149
60.0000	290.0000	-0.0707	-0.3029
60.0000	295.0000	-0.0641	-0.2930
60.0000	300.0000	-0.0576	-0.2832
60.0000	305.0000	-0.0515	-0.2753
60.0000	310.0000	-0.0455	-0.2674
60.0000	315.0000	-0.0398	-0.2613
60.0000	320.0000	-0.0341	-0.2553
60.0000	325.0000	-0.0286	-0.2510
60.0000	330.0000	-0.0231	-0.2466
60.0000	335.0000	-0.0176	-0.2439
60.0000	340.0000	-0.0122	-0.2412
65.0000	-345.0000	0.0073	-0.2345
65.0000	-340.0000	0.0131	-0.2355
65.0000	-335.0000	0.0189	-0.2382
65.0000	-330.0000	0.0246	-0.2409
65.0000	-325.0000	0.0305	-0.2451
65.0000	-320.0000	0.0363	-0.2494
65.0000	-315.0000	0.0424	-0.2553
65.0000	-310.0000	0.0485	-0.2612
65.0000	-305.0000	0.0549	-0.2689
65.0000	-300.0000	0.0614	-0.2765
65.0000	-295.0000	0.0684	-0.2861
65.0000	-290.0000	0.0753	-0.2956
65.0000	-285.0000	0.0830	-0.3073
65.0000	-280.0000	0.0906	-0.3189
65.0000	-275.0000	0.0991	-0.3328
65.0000	-270.0000	0.1076	-0.3467
65.0000	-265.0000	0.1170	-0.3631
65.0000	-260.0000	0.1265	-0.3796
65.0000	-255.0000	0.1371	-0.3974
65.0000	-250.0000	0.1477	-0.4153
65.0000	-245.0000	0.1595	-0.4390
65.0000	-240.0000	0.1718	-0.4632
65.0000	-235.0000	0.1847	-0.4880
65.0000	-230.0000	0.1987	-0.5158
65.0000	-225.0000	0.2134	-0.5453
65.0000	-220.0000	0.2287	-0.5764
65.0000	-215.0000	0.2454	-0.6113
65.0000	-210.0000	0.2627	-0.6483
65.0000	-205.0000	0.2807	-0.6873
65.0000	-200.0000	0.3000	-0.7309
65.0000	-195.0000	0.3199	-0.7771
65.0000	-190.0000	0.3404	-0.8258
65.0000	-185.0000	0.3618	-0.8801
65.0000	-180.0000	0.3836	-0.9319
65.0000	-175.0000	0.4056	-0.9811
65.0000	-170.0000	0.4277	-1.0617
65.0000	-165.0000	0.4496	-1.1315
65.0000	-160.0000	0.4708	-1.2057
65.0000	-155.0000	0.4910	-1.2843
65.0000	-150.0000	0.5096	-1.3671
65.0000	-145.0000	0.5263	-1.4538
65.0000	-140.0000	0.5405	-1.5440
65.0000	-135.0000	0.5517	-1.6373
65.0000	-130.0000	0.5596	-1.7328
65.0000	-125.0000	0.5636	-1.8300
65.0000	-120.0000	0.5637	-1.9278
65.0000	-115.0000	0.5597	-2.0254
65.0000	-110.0000	0.5517	-2.1217
65.0000	-105.0000	0.5399	-2.2161
65.0000	-100.0000	0.5247	-2.3399
65.0000	-95.0000	0.5050	-2.4081
65.0000	-90.0000	0.4853	-2.4762
65.0000	-85.0000	0.4612	-2.5529
65.0000	-80.0000	0.4371	-2.6296
65.0000	-75.0000	0.4104	-2.6966
65.0000	-70.0000	0.3837	-2.7636
65.0000	-65.0000	0.3557	-2.8205
65.0000	-60.0000	0.3277	-2.8774
65.0000	-55.0000	0.2994	-2.9244
65.0000	-50.0000	0.2710	-2.9715
65.0000	-45.0000	0.2430	-3.0091
65.0000	-40.0000	0.2149	-3.0467
65.0000	-35.0000	0.1873	-3.0753
65.0000	-30.0000	0.1598	-3.1040
65.0000	-25.0000	0.1328	-3.1241
65.0000	-20.0000	0.1058	-3.1442
65.0000	-15.0000	0.0792	-3.1561
65.0000	-10.0000	0.0526	-3.1680
65.0000	-5.0000	0.0263	-3.1720
65.0000	0.0000	0.0000	-3.1759
65.0000	5.0000	-0.0263	-3.1720
65.0000	10.0000	-0.0526	-3.1680
65.0000	15.0000	-0.0792	-3.1561
65.0000	20.0000	-0.1058	-3.1442
65.0000	25.0000	-0.1328	-3.1241
65.0000	30.0000	-0.1598	-3.1040
65.0000	35.0000	-0.1873	-3.0753
65.0000	40.0000	-0.2149	-3.0467
65.0000	45.0000	-0.2430	-3.0091
65.0000	50.0000	-0.2710	-2.9715
65.0000	55.0000	-0.2994	-2.9244
65.0000	60.0000	-0.3277	-2.8774
65.0000	65.0000	-0.3557	-2.8205
65.0000	70.0000	-0.3837	-2.7636
65.0000	75.0000	-0.4104	-2.6966
65.0000	80.0000	-0.4371	-2.6296
65.0000	85.0000	-0.4612	-2.5529
65.0000	90.0000	-0.4853	-2.4762
65.0000	95.0000	-0.5050	-2.4081
65.0000	100.0000	-0.5247	-2.3399
65.0000	105.0000	-0.5399	-2.2161
65.0000	110.0000	-0.5517	-2.1217
65.0000	115.0000	-0.5597	-2.0254
65.0000	120.0000	-0.5637	-1.9278
65.0000	125.0000	-0.5636	-1.8300
65.0000	130.0000	-0.5596	-1.7328
65.0000	135.0000	-0.5517	-1.6373
65.0000	140.0000	-0.5405	-1.5440
65.0000	145.0000	-0.5263	-1.4538
65.0000	150.0000	-0.5096	-1.3671
65.0000	155.0000	-0.4910	-1.2843
65.0000	160.0000	-0.4708	-1.2057
65.0000	165.0000	-0.4496	-1.1315
65.0000	170.0000	-0.4277	-1.0617
65.0000	175.0000	-0.4056	-0.9811
65.0000	180.0000	-0.3836	-0.9319
65.0000	185.0000	-0.3618	-0.8801
65.0000	190.0000	-0.3404	-0.8258
65.0000	195.0000	-0.3199	-0.7771
65.0000	200.0000	-0.3000	-0.7309
65.0000	205.0000	-0.2807	-0.6873
65.0000	210.0000	-0.2627	-0.6483
65.0000	215.0000	-0.2454	-0.6113
65.0000	220.0000	-0.2287	-0.5764
65.0000	225.0000	-0.2134	-0.5453
